request,Filing_Jurisdiction:token,Filing_Jurisdiction:id,Filing_Jurisdiction,Filing_Year:token,Filing_Year:id,Filing_Year,Spender_Industry:token,Spender_Industry:id,Spender_Industry,Spender_Sector:token,Spender_Sector:id,Spender_Sector,#_of_Records,Total_$
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2015&lby-f-cci=100",lby-s,OR,OR,lby-y,2015,2015,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,44,1169144.47
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2013&lby-f-cci=68",lby-s,CT,CT,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,55,1154128.91
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2014&lby-f-cci=65",lby-s,WA,WA,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,60,1150870.78
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2014&lby-f-cci=65",lby-s,WI,WI,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,66,1112949.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2014&lby-f-cci=68",lby-s,CT,CT,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,114,1102023.55
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2015&lby-f-cci=66",lby-s,KY,KY,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,436,1097896.42
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2018&lby-f-cci=68",lby-s,CO,CO,lby-y,2018,2018,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,388,1096211.65
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=SC&lby-y=2013&lby-f-cci=66",lby-s,SC,SC,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,32,1095023.08
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2015&lby-f-cci=65",lby-s,CT,CT,lby-y,2015,2015,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,61,1089481.61
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2015&lby-f-cci=68",lby-s,MI,MI,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,203,1088253.85
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2013&lby-f-cci=66",lby-s,MI,MI,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,89,1082967.13
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2017&lby-f-cci=100",lby-s,CT,CT,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,84,1077927.43
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2017&lby-f-cci=66",lby-s,KY,KY,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,440,1076461.12
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2016&lby-f-cci=68",lby-s,CT,CT,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,94,1074821.79
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2016&lby-f-cci=100",lby-s,WA,WA,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,949,1063765.96
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2018&lby-f-cci=65",lby-s,OR,OR,lby-y,2018,2018,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,72,1063308.43
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2017&lby-f-cci=67",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,61,1055629.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2016&lby-f-cci=66",lby-s,CO,CO,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,211,1053746.40
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2014&lby-f-cci=66",lby-s,MI,MI,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,78,1036418.93
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2013&lby-f-cci=68",lby-s,CO,CO,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,327,1026136.69
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2016&lby-f-cci=66",lby-s,MI,MI,lby-y,2016,2016,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,57,1007284.38
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2015&lby-f-cci=66",lby-s,MI,MI,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,123,1005277.73
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2014&lby-f-cci=66",lby-s,KY,KY,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,408,1003445.37
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2014&lby-f-cci=65",lby-s,CT,CT,lby-y,2014,2014,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,56,998797.89
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2018&lby-f-cci=67",lby-s,NJ,NJ,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,43,986357.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2016&lby-f-cci=68",lby-s,MI,MI,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,202,973716.78
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2016&lby-f-cci=100",lby-s,CT,CT,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,52,968205.14
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2017&lby-f-cci=66",lby-s,MI,MI,lby-y,2017,2017,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,63,957795.32
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2015&lby-f-cci=66",lby-s,OR,OR,lby-y,2015,2015,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,36,957531.66
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2013&lby-f-cci=68",lby-s,MI,MI,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,67,954677.43
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2018&lby-f-cci=67",lby-s,KY,KY,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,412,952819.45
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2017&lby-f-cci=65",lby-s,OR,OR,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,76,951805.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2014&lby-f-cci=68",lby-s,OR,OR,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,86,944998.13
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2013&lby-f-cci=66",lby-s,KY,KY,lby-y,2013,2013,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,392,940181.10
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2014&lby-f-cci=101",lby-s,CA,CA,lby-y,2014,2014,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,129,929268.73
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2017&lby-f-cci=67",lby-s,OR,OR,lby-y,2017,2017,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,48,926604.70
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2018&lby-f-cci=66",lby-s,MI,MI,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,60,925665.84
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2013&lby-f-cci=100",lby-s,CT,CT,lby-y,2013,2013,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,18,923369.21
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2017&lby-f-cci=100",lby-s,NJ,NJ,lby-y,2017,2017,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,30,918869.88
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2017&lby-f-cci=68",lby-s,MI,MI,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,164,914148.85
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2018&lby-f-cci=100",lby-s,OR,OR,lby-y,2018,2018,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,44,912313.20
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2018&lby-f-cci=67",lby-s,WA,WA,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,681,907368.50
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2018&lby-f-cci=101",lby-s,CA,CA,lby-y,2018,2018,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,131,902683.13
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2013&lby-f-cci=68",lby-s,WI,WI,lby-y,2013,2013,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,52,900897.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2013&lby-f-cci=101",lby-s,CA,CA,lby-y,2013,2013,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,36,899302.24
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2017&lby-f-cci=68",lby-s,CO,CO,lby-y,2017,2017,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,274,889084.28
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=MI&lby-y=2014&lby-f-cci=68",lby-s,MI,MI,lby-y,2014,2014,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,66,888940.25
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=IA&lby-y=2018&lby-f-cci=66",lby-s,IA,IA,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,72,876300.64
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CA&lby-y=2017&lby-f-cci=101",lby-s,CA,CA,lby-y,2017,2017,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,124,872730.85
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2014&lby-f-cci=66",lby-s,CO,CO,lby-y,2014,2014,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,226,872294.55
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WA&lby-y=2016&lby-f-cci=67",lby-s,WA,WA,lby-y,2016,2016,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,658,868453.42
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2017&lby-f-cci=99",lby-s,WI,WI,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,14,868002.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2015&lby-f-cci=67",lby-s,OR,OR,lby-y,2015,2015,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,64,866713.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NY&lby-y=2018&lby-f-cci=101",lby-s,NY,NY,lby-y,2018,2018,lby-f-cci,101,"Transportation Unions",lby-f-ccg,12,Labor,318,864084.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2018&lby-f-cci=67",lby-s,OR,OR,lby-y,2018,2018,lby-f-cci,67,"Health Services",lby-f-ccg,8,Health,48,863013.22
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2018&lby-f-cci=65",lby-s,CO,CO,lby-y,2018,2018,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,282,862267.49
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2016&lby-f-cci=99",lby-s,CT,CT,lby-y,2016,2016,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,46,855946.70
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2018&lby-f-cci=66",lby-s,OR,OR,lby-y,2018,2018,lby-f-cci,66,"Hospitals & Nursing Homes",lby-f-ccg,8,Health,32,854538.30
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2015&lby-f-cci=68",lby-s,KY,KY,lby-y,2015,2015,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,588,852591.27
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CT&lby-y=2014&lby-f-cci=100",lby-s,CT,CT,lby-y,2014,2014,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,49,850992.57
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=CO&lby-y=2017&lby-f-cci=65",lby-s,CO,CO,lby-y,2017,2017,lby-f-cci,65,"Health Professionals",lby-f-ccg,8,Health,238,846093.14
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=KY&lby-y=2016&lby-f-cci=68",lby-s,KY,KY,lby-y,2016,2016,lby-f-cci,68,"Pharmaceuticals & Health Products",lby-f-ccg,8,Health,600,844314.60
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=NJ&lby-y=2014&lby-f-cci=99",lby-s,NJ,NJ,lby-y,2014,2014,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,48,834238.40
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=FL&lby-y=2016&lby-f-cci=100",lby-s,FL,FL,lby-y,2016,2016,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,96,830000.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=WI&lby-y=2013&lby-f-cci=100",lby-s,WI,WI,lby-y,2013,2013,lby-f-cci,100,"Public Sector Unions",lby-f-ccg,12,Labor,36,828894.00
"dt=3&lby-s=AK,CA,CO,CT,FL,IA,KY,ME,MA,MI,MT,NE,NJ,NY,OR,SC,TX,VT,WA,WI&lby-y=2018,2017,2016,2015,2014,2013&lby-f-fc=2&lby-f-ccg=8,12&lby-s=OR&lby-y=2017&lby-f-cci=99",lby-s,OR,OR,lby-y,2017,2017,lby-f-cci,99,"General Trade Unions",lby-f-ccg,12,Labor,60,826245.79
